,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
10732,Machika,68,181733,0.0474,0.618,0.836,0,9,0.172,-3.362,1,0.379,212.058,4,0.54,9627
10733,Tres,30,264571,0.577,0.655,0.551,0,7,0.128,-5.57,0,0.0481,127.028,4,0.138,23976
10734,It's The End Of The World As We Know It (And I Feel Fine),47,246973,0.0242,0.566,0.893,0,7,0.0343,-8.88,1,0.0309,102.813,4,0.774,4431
10735,Africa,22,296173,0.194,0.687,0.592,0.000485,9,0.0502,-9.112,1,0.0295,92.782,4,0.712,88983
10736,Audio - CID Remix,73,161973,0.106,0.524,0.913,0.000131,3,0.177,-3.069,0,0.05,123.936,4,0.644,9243
10737,Tints (feat. Kendrick Lamar),82,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0,0.12,109.04,4,0.668,2127
10738,Scheiße,48,225466,0.00488,0.728,0.97,0,5,0.288,-4.883,0,0.101,131.054,4,0.539,4806
10739,Bye Bye Bye,73,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861,3248
10740,Mess Is Mine,70,223640,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,1,0.0349,108.043,1,0.272,6883
10741,Alone but Not Alone,31,197786,0.151,0.527,0.803,0.902,7,0.189,-7.475,1,0.0291,113.915,4,0.837,19484
10742,KICK (feat. 6ix9ine),76,164004,0.0157,0.775,0.513,0,5,0.127,-7.653,0,0.0613,137.032,4,0.585,9795
10743,Spirits,17,203653,0.169,0.552,0.724,0,0,0.11,-3.698,1,0.0271,80.516,4,0.774,6830
10744,Mad Love,67,199944,0.00523,0.804,0.823,2.77E-06,11,0.168,-3.496,0,0.147,98.026,4,0.619,9271
10745,Caution,46,196520,0.108,0.861,0.693,0.000258,0,0.0814,-5.507,0,0.0652,128.992,4,0.802,3007
10746,Lloraras,69,221007,0.582,0.708,0.709,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962,55040
10747,Love Put A Song In My Heart,19,167893,0.897,0.65,0.302,0.000129,9,0.147,-14.152,1,0.0345,118.828,4,0.813,9223
10748,Run It!,66,229866,0.0246,0.85,0.482,0,1,0.387,-6.684,0,0.102,100.957,4,0.217,7834
10749,Vow,44,204426,0.304,0.683,0.388,0.223,0,0.089,-8.041,0,0.0305,110.022,4,0.525,37846
10750,Internacionales,3,187932,0.062,0.714,0.959,4.50E-05,1,0.0353,-1.503,0,0.0486,102.037,4,0.65,2776
10751,When Your Heart Stops Beating,53,192786,0.000232,0.42,0.968,0,9,0.0796,-2.353,0,0.123,171.004,4,0.392,16444
10752,In My Feelings,70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315,62145
10753,Lavender Bones,61,204253,0.000207,0.55,0.936,2.67E-06,8,0.302,-2.876,1,0.078,158.02,4,0.767,41902
10754,Addicted To Ballin' (feat. ScHoolboy Q),54,163840,0.278,0.667,0.459,0,4,0.0951,-6.476,0,0.426,99.883,4,0.186,8794
10755,Shake It Up,84,116680,0.128,0.776,0.608,0,10,0.0932,-6.478,0,0.104,156.025,4,0.402,73250
10756,Make Me Suffer,36,179160,0.000469,0.579,0.934,0,6,0.234,-4.324,1,0.0673,93.978,4,0.638,9280
10757,Mi Matamoros Querido,44,188466,0.227,0.57,0.605,2.25E-05,10,0.15,-5.516,1,0.0294,109.791,4,0.737,9195
10758,Black or White - Single Version,71,202853,0.0824,0.741,0.894,0.0527,4,0.089,-3.826,1,0.0495,114.869,4,0.96,4506
10759,Crowded Places,24,262259,0.78,0.55,0.348,0,0,0.0999,-10.682,1,0.047,65.973,4,0.15,9726
10760,Vivir Mi Vida,75,252346,0.344,0.655,0.877,0,0,0.349,-3.23,0,0.0344,105.017,4,0.893,6526
10761,Promises (with Sam Smith),98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486,47155
10762,STARGAZING,91,270714,0.00947,0.487,0.789,4.05E-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564,3171
10763,Alaska,18,188717,0.416,0.853,0.353,0.00614,9,0.0987,-12.146,0,0.043,103.989,4,0.141,94213
10764,See No Evil,52,284293,0.569,0.52,0.435,0,9,0.161,-9.147,1,0.284,101.584,5,0.0717,5959
10765,Knockout,12,195686,0.129,0.741,0.888,2.44E-06,2,0.316,-3.107,0,0.102,145.984,4,0.809,5852
10766,Stayin' Alive - Remastered Version,26,285200,0.0696,0.675,0.899,0.000139,10,0.33,-6.124,0,0.0418,103.683,4,0.91,7594
10767,Want To,86,211817,0.0788,0.572,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318,7791
10768,Magic,25,235752,0.596,0.751,0.576,0,9,0.0874,-9.687,0,0.313,90.064,4,0.743,5273
10769,Vices,8,196225,0.369,0.722,0.635,0,9,0.291,-5.465,0,0.146,100.019,4,0.431,5258
10770,Nephew (feat. Lil Pump),84,202962,0.00422,0.792,0.454,0,9,0.285,-6.753,1,0.458,161.993,4,0.674,37857
10771,Freefall VIP,42,281379,1.72E-05,0.343,0.938,0.000713,0,0.376,-3.599,1,0.0369,173.995,4,0.159,6695
10772,Flirt in Space,23,179340,0.217,0.47,0.201,0.505,6,0.0688,-17.869,0,0.227,91.082,4,0.718,73999
10773,Zombie - Acoustic Version,64,241560,0.00414,0.469,0.427,3.77E-05,4,0.128,-7.954,0,0.0241,84.053,4,0.0821,8196
10774,Cheerleader - Felix Jaehn Remix Radio Edit,68,180560,0.141,0.78,0.68,1.20E-05,4,0.138,-6.081,1,0.0305,118.026,4,0.594,45491
10775,I Will Always Love You,4,263800,0.838,0.304,0.278,5.90E-06,4,0.0873,-9.437,1,0.0366,132.343,4,0.11,7751
10776,En La Cara - Sua Cara Remix,52,169226,0.0142,0.737,0.794,0.000515,7,0.597,-3.606,1,0.061,100.019,4,0.484,8248
10777,Tribe (with J. Cole),78,238053,0.241,0.755,0.594,0,7,0.107,-5.906,1,0.216,178.929,4,0.237,5691
10778,brighter days,66,236718,0.4,0.603,0.533,0,0,0.124,-6.742,1,0.0832,128.037,4,0.282,8640
10779,Let Me Down Slowly,83,169180,0.733,0.649,0.548,0,1,0.136,-5.692,0,0.0318,150.036,4,0.506,7998
10780,Multi Millionaire (feat. Lil Uzi Vert),81,170958,0.0263,0.854,0.817,0,1,0.169,-3.833,1,0.101,145.976,4,0.704,3375
10781,Perfect,73,230333,0.0598,0.647,0.823,0,2,0.119,-5.231,1,0.0762,99.933,4,0.396,8945
10782,"Go 2.0 (feat. Jorja Smith, H.E.R. and Rapsody)",48,207173,0.0237,0.586,0.569,0,1,0.179,-6.507,0,0.0649,132.712,4,0.65,4200
10783,The Sound of Silence,71,185440,0.136,0.435,0.456,1.62E-06,6,0.124,-10.305,1,0.0279,107.529,4,0.529,4169
10784,Oblivious,37,190773,0.0404,0.647,0.783,0.124,6,0.0635,-7.713,0,0.0548,112.373,4,0.924,22724
10785,We All Die Trying To Get It Right,42,247560,0.252,0.333,0.58,0.00218,7,0.0541,-8.511,1,0.0295,106.852,4,0.0907,11864
10786,Heaven Knows,38,218950,0.0351,0.75,0.564,6.95E-05,9,0.112,-7.956,0,0.0462,96.969,4,0.264,2893
10787,Muchachita Consentida,65,211813,0.312,0.768,0.607,3.40E-05,5,0.0929,-6.044,1,0.0637,84.714,4,0.937,3297
10788,Backin' It Up (feat. Cardi B),78,190466,0.0886,0.796,0.68,0,10,0.268,-4.853,0,0.353,164.932,4,0.565,7200
10789,Pa Dentro,72,195533,0.484,0.558,0.851,0.00787,9,0.31,-4.12,0,0.242,126.399,5,0.704,7313
10790,I Want You to Freak - James Hype Remix,40,159880,0.0737,0.7,0.822,0.0894,4,0.284,-6.507,0,0.051,122.971,4,0.446,15499
10791,EL BAÑO,77,228138,0.132,0.719,0.842,0,6,0.105,-3.562,0,0.0383,90.017,4,0.534,8359
10792,Scarf,54,105986,0.996,0.406,0.0128,0.865,9,0.0752,-30.625,0,0.0381,68.648,4,0.497,5142
10793,Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,54285
10794,I Want You Back,70,179226,0.487,0.659,0.577,0.00338,8,0.168,-8.114,1,0.0337,98.148,4,0.946,7411
10795,Locked Out Of Heaven,49,233478,0.049,0.726,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,4445
10796,Chase Me - Single Version - Music From The Motion Picture Baby Driver,50,206746,0.00223,0.577,0.619,2.39E-05,8,0.178,-7.329,1,0.221,81.336,4,0.409,22752
10797,Heaven,64,233871,0.224,0.733,0.262,4.79E-06,0,0.105,-13.766,1,0.028,135.497,3,0.444,7516
10798,(What A) Wonderful World,71,125440,0.627,0.691,0.507,0,11,0.457,-10.23,1,0.0343,128.518,4,0.885,6735
10799,Azucar,1,574933,0.446,0.458,0.796,0.0233,2,0.0845,-7.332,1,0.0334,108.271,4,0.508,8902
10800,Fall Off,58,211204,0.253,0.61,0.842,3.63E-05,6,0.21,-5.363,0,0.365,153.257,4,0.533,6522
10801,Grateful,0,195023,0.00201,0.699,0.567,0.0372,4,0.0838,-8.145,0,0.13,159.988,4,0.591,9839
10802,Ghetto Experiment (feat. Rich Andruws),19,240000,0.476,0.558,0.693,0,5,0.133,-7.262,0,0.194,117.047,5,0.681,2325
10803,I'm Shakin',51,180173,0.0142,0.586,0.782,0.00102,11,0.0673,-10.052,0,0.235,80.753,4,0.754,68248
10804,Chtah Chtah,42,217886,0.0327,0.721,0.874,0,1,0.225,-3.492,0,0.0453,132.045,4,0.733,3907
10805,Source,71,203901,0.0271,0.662,0.803,0.0511,11,0.127,-7.19,1,0.0447,126.059,4,0.11,3626
10806,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,63,307534,0.517,0.55,0.334,0.000169,10,0.101,-10.73,1,0.0288,72.235,4,0.143,9449
10807,Tu Falta De Querer,27,278546,0.0268,0.392,0.475,0.0107,10,0.111,-7.981,1,0.0282,129.961,3,0.474,7025
10808,Bring It On Home to Me,71,162533,0.778,0.523,0.402,0,0,0.432,-8.233,1,0.0305,70.863,4,0.675,8211
10809,Toxic,60,198813,0.0279,0.774,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923,7570
10810,Jumpin' Jack Flash - Mono / Remastered,21,219466,0.047,0.6,0.897,0.727,3,0.0672,-7.275,1,0.0477,137.375,4,0.676,9729
10811,Right by Your Side,49,201463,0.0346,0.891,0.892,0.591,9,0.332,-2.838,0,0.196,122.995,4,0.711,16232
10812,How Dat Sound (feat. 2 Chainz & Yo Gotti),69,238657,0.158,0.767,0.625,0,5,0.16,-3.533,0,0.24,144.927,4,0.647,64825
10813,Helium (Sia vs. David Guetta & Afrojack),71,237372,0.0977,0.542,0.587,0,4,0.2,-6.145,1,0.035,136.915,4,0.243,42207
10814,Four Walls,38,168640,0.848,0.388,0.157,2.41E-05,9,0.309,-15.955,1,0.0291,95.965,3,0.227,6819
10815,Me Muero por Tu Amor,26,233613,0.299,0.511,0.724,0,3,0.322,-7.412,1,0.0287,89.989,4,0.791,7525
10816,Spirit,45,253178,0.156,0.786,0.517,3.43E-05,8,0.103,-11.622,1,0.167,89.141,4,0.287,4231
10817,"Bag Of Money (feat. Rick Ross, Meek Mill & T-Pain)",48,247293,0.0379,0.536,0.56,0,8,0.114,-5.668,1,0.26,139.91,4,0.279,7536
10818,Heat of Summer,45,211794,0.136,0.456,0.66,0.0205,7,0.401,-7.632,1,0.0366,170.22,3,0.325,7737
10819,Sisi Maria,58,197777,0.564,0.734,0.693,2.55E-05,6,0.407,-5.625,0,0.0399,107.933,4,0.844,6171
10820,Move,32,210124,0.0958,0.867,0.372,0.0569,10,0.105,-13.25,0,0.249,82.525,4,0.549,3569
10821,Revolver Riddim,44,198300,0.402,0.757,0.911,0,9,0.227,-4.663,1,0.372,140.228,4,0.704,5352
10822,Me Vas a Extrañar - En Vivo,77,238528,0.323,0.419,0.809,0,11,0.699,-4.596,1,0.0357,88.418,4,0.635,9163
10823,L$D,75,238306,0.193,0.598,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0352,3697
10824,Royals,40,190185,0.112,0.636,0.436,0,7,0.135,-9.524,1,0.139,84.804,4,0.331,42786
10825,Spit Out the Bone,53,429198,9.25E-06,0.157,0.987,0.0628,9,0.151,-3.739,1,0.091,167.949,4,0.462,7478
10826,Evergreen,15,192933,0.456,0.705,0.347,0.000796,9,0.0515,-6.516,1,0.0502,72.916,4,0.535,19016
10827,El Gigante de Hierro,1,213773,0.184,0.74,0.713,6.00E-06,9,0.123,-6.9,0,0.0677,90.04,4,0.836,3528
10828,Your Song,64,256746,0.345,0.486,0.486,0,9,0.139,-7.103,1,0.029,128.768,4,0.184,6003
10829,Jose Cuervo,47,162840,0.328,0.695,0.592,0,7,0.12,-9.427,1,0.0747,115.397,4,0.803,5005
10830,Buena,51,199666,0.106,0.576,0.494,0.174,10,0.13,-12.242,0,0.0605,96.478,4,0.587,3712
10831,Greet Her,18,174315,0.0761,0.735,0.488,1.37E-06,7,0.197,-7.963,0,0.0636,95.028,4,0.133,42364
10832,Superlove (feat. Oh Wonder),71,184814,0.203,0.578,0.491,0.000378,11,0.182,-8.544,0,0.21,98.273,4,0.64,2003
10833,4am,59,176043,0.0696,0.654,0.58,0,8,0.27,-3.846,1,0.0562,155.973,4,0.372,35998
10834,La Mesera,50,202733,0.59,0.574,0.586,0,3,0.0538,-6.675,1,0.387,182.875,3,0.837,9434
10835,Answerphone (feat. Yxng Bane),78,190920,0.0387,0.671,0.834,0,1,0.454,-3.928,0,0.0885,113.021,4,0.454,2889
10836,If I Were You (feat. Keith Urban),65,213053,0.316,0.549,0.664,0,8,0.101,-4.942,0,0.0451,155.745,4,0.307,9784
10837,Kiss and Make Up,55,189173,0.0658,0.678,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643,87880
10838,Banquet,58,200400,0.000156,0.591,0.939,0.0111,10,0.0882,-4.911,0,0.0533,150.249,4,0.856,7605
10839,The Girl From Ipanema - Stereo Version,50,325506,0.888,0.66,0.124,0.000764,5,0.111,-19.2,0,0.0496,129.919,4,0.362,4878
10840,Take Her Place (feat. A R I Z O N A),70,209659,0.279,0.603,0.744,4.87E-06,0,0.106,-5.724,1,0.0458,101.991,4,0.605,88058
10841,Los Ageless,64,281346,0.0698,0.527,0.716,8.71E-05,5,0.0737,-6.029,0,0.0616,99.426,4,0.331,7345
10842,Tormenta Solar,29,226280,0.00209,0.716,0.815,0.00107,0,0.102,-5.883,0,0.0298,117.001,4,0.702,6466
10843,Rocky,44,237053,0.0611,0.528,0.879,0.000952,0,0.112,-5.934,1,0.0368,89.557,4,0.497,82247
10844,"Sleepwalking, Pt. I (Acoustic)",45,201666,0.799,0.396,0.466,0,0,0.0943,-6.106,1,0.029,168.053,4,0.556,97797
10845,Promiscuous,67,242373,0.0536,0.807,0.97,6.60E-05,10,0.149,-6.056,0,0.0477,114.297,4,0.876,6557
10846,Brillo,74,159573,0.89,0.535,0.384,0,9,0.0964,-10.049,0,0.362,145.947,4,0.767,47071
10847,One Of Us,13,316160,0.00726,0.488,0.417,1.04E-05,9,0.136,-10.775,1,0.0251,87.634,4,0.418,5505
10848,Under The Bridge,67,265506,0.0168,0.554,0.49,0.000534,4,0.136,-8.046,1,0.0457,84.275,4,0.513,4635
10849,Electricity (with Dua Lipa),94,238173,0.0104,0.588,0.67,3.33E-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505,5735
10850,Sugar (Puff Daehee Mix),39,186575,0.223,0.669,0.835,0,11,0.0911,-4.839,0,0.336,94.095,4,0.899,5010
10851,The Watchtower,74,205577,0.991,0.248,0.0274,0.922,7,0.153,-28.768,0,0.0333,75.124,1,0.159,6406
10852,Rolling Hills,45,287293,0.191,0.474,0.576,0.000352,7,0.32,-6.502,1,0.225,74.066,4,0.436,83245
10853,Detalles (Detalhes),56,308133,0.6,0.518,0.25,0.000601,9,0.139,-17.864,1,0.0269,87.689,4,0.642,3966
10854,Can't Get Enough,56,156973,0.493,0.701,0.519,0,1,0.0845,-9.689,1,0.43,103.9,4,0.645,60679
10855,Billie Jean,84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,82682
10856,I Think Of You,18,217786,0.00887,0.733,0.511,0,2,0.123,-8.594,1,0.0674,99.914,4,0.38,2018
10857,Locura,60,215917,0.0438,0.761,0.701,0.00398,11,0.308,-4.006,0,0.0559,99.982,4,0.786,8932
10858,All I Am,87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536,9761
10859,Locked Out Of Heaven,79,233478,0.049,0.726,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,9277
10860,Aguanile,63,315266,0.0828,0.632,0.785,1.18E-05,8,0.0604,-3.797,1,0.0512,122.342,4,0.679,9696
10861,Todos Me Miran,62,205880,0.0131,0.676,0.879,0,3,0.0596,-4.437,0,0.143,125.05,4,0.776,93101
10862,Heartbeat Song,20,198693,0.012,0.5,0.791,0,6,0.0645,-3.711,1,0.0505,149.093,4,0.444,4818
10863,Ibiza,87,200746,0.254,0.691,0.71,0,5,0.108,-5.144,1,0.334,192.046,4,0.726,36081
10864,The Man,63,254880,0.0331,0.308,0.769,0,11,0.214,-7.256,0,0.065,81.853,4,0.488,99434
10865,Promises (with Sam Smith),98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486,6996
10866,Over My Head (Cable Car),73,236266,0.022,0.592,0.729,0,8,0.0653,-4.156,1,0.0448,116.03,4,0.709,10462
10867,Julia,43,192146,0.403,0.848,0.476,0,10,0.187,-6.854,0,0.207,120.101,4,0.498,8808
10868,Cool for the Summer,42,214746,0.00539,0.585,0.606,0.000118,5,0.096,-5.575,0,0.037,114.088,4,0.257,4186
10869,Stay,41,176786,0.000426,0.468,0.988,0.000135,2,0.282,-3.03,1,0.14,139.907,4,0.376,37132
10870,More Than You Know,31,203000,0.0323,0.645,0.741,0,5,0.29,-4.989,0,0.0339,123.07,4,0.534,6359
10871,Boys Like You - Acoustic,73,238576,0.928,0.477,0.128,0,2,0.0875,-14.567,1,0.0707,88.917,4,0.38,8465
10872,Rather Be,26,247816,0.837,0.534,0.332,0,11,0.0997,-7.44,1,0.0374,110.771,4,0.509,4381
10873,Andamos En El Ruedo,63,166430,0.818,0.508,0.682,3.59E-06,10,0.0889,-5.467,1,0.0359,115.8,3,0.836,8859
10874,Give It Up,42,190474,0.0361,0.54,0.829,3.03E-06,5,0.159,-8.016,1,0.0359,136.121,4,0.785,5251
10875,Good Luck,42,173999,0.316,0.816,0.557,1.98E-05,11,0.249,-6.087,0,0.362,119.917,4,0.664,2715
10876,Wake Up in the Sky,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,9359
10877,PLACES,55,214826,0.495,0.772,0.427,0.724,4,0.108,-9.576,0,0.0437,99.995,4,0.0368,9123
10878,Not In Love - Radio Version,59,226986,0.00172,0.487,0.98,0.00282,7,0.358,-4.21,0,0.0868,135.93,4,0.175,6165
10879,Hey Joe,26,149360,0.329,0.737,0.611,3.87E-06,2,0.0712,-8.686,1,0.0291,110.107,4,0.646,4672
10880,Lovin' Machine - Remastered,38,147434,0.297,0.566,0.848,0,8,0.0681,-4.499,1,0.0918,162.518,4,0.884,98859
10881,Power,48,334786,0.00274,0.441,0.854,0,4,0.175,-5.509,0,0.486,81.309,4,0.597,50363
10882,If Only,40,262022,0.126,0.801,0.774,0.011,10,0.138,-4.486,0,0.177,125.017,4,0.658,6281
10883,Happier,100,214289,0.191,0.687,0.792,0,5,0.167,-2.749,1,0.0452,100.015,4,0.671,8137
10884,She's My Winona,13,231493,0.000772,0.579,0.963,0.00103,6,0.495,-4.443,0,0.0762,136.061,4,0.613,41113
10885,Moaning Lisa Smile,54,160747,0.000575,0.471,0.806,0.0562,2,0.0917,-2.92,1,0.0504,98.069,4,0.338,22857
10886,Ain't Too Proud To Beg,22,156173,0.549,0.763,0.656,0,0,0.125,-6.86,1,0.0417,118.394,4,0.926,9507
10887,Underwater,62,349319,0.0161,0.609,0.816,0.0156,6,0.114,-6.528,0,0.034,118.007,4,0.422,27005
10888,Who Hurt You?,61,231964,0.586,0.649,0.493,0.000167,11,0.0667,-7.645,0,0.11,104.542,4,0.277,9833
10889,Holding On,63,350893,0.000611,0.444,0.939,0.00986,6,0.0453,-5.027,1,0.0403,150.084,4,0.686,22826
10890,Shape of Love (feat. Boy & Bear),60,188453,0.118,0.625,0.736,0,1,0.167,-8.658,0,0.0325,105.529,4,0.909,5757
10891,Sleepless,21,202960,0.897,0.475,0.532,0.144,7,0.101,-7.519,1,0.0337,72.475,4,0.121,8658
10892,Pal De Velitas,23,189857,0.385,0.657,0.91,6.05E-05,3,0.177,-3.119,1,0.163,189.978,4,0.808,4368
10893,harbor,45,132968,0.89,0.559,0.308,0.811,5,0.374,-17.964,1,0.0949,129.959,3,0.184,31150
10894,Be Alright,96,196373,0.697,0.553,0.586,0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443,3689
10895,So Far Gone,43,185918,8.71E-06,0.445,0.92,4.68E-06,2,0.613,-7.585,1,0.0425,92.524,4,0.585,88528
10896,You Say,83,274693,0.669,0.494,0.637,0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1,8121
10897,What Is There to Say?,43,95209,0.52,0.767,0.132,0.901,2,0.116,-18.063,1,0.132,120.947,4,0.183,8276
10898,Black Hole Sun,78,318586,0.000203,0.354,0.825,6.95E-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16,6684
10899,Back to You (feat. Bebe Rexha & Digital Farm Animals),79,190427,0.207,0.683,0.53,0,5,0.394,-4.918,0,0.142,75.016,4,0.645,8236
10900,BLACK BALLOONS | 13LACK 13ALLOONZ,33,210960,0.194,0.551,0.725,0,1,0.0956,-7.619,0,0.189,99.919,4,0.692,7253
10901,Money Set (feat. Young Thug),65,189535,0.0901,0.862,0.719,0,6,0.094,-3.755,0,0.129,135.042,4,0.541,8445
10902,No One Knows,71,278746,0.0368,0.509,0.584,9.96E-05,0,0.384,-4.907,1,0.057,170.411,4,0.685,40909
10903,Cool Jerk,45,166746,0.339,0.704,0.574,0,10,0.0705,-14.524,0,0.0611,83.955,4,0.763,2150
10904,Meadow,61,123000,0.946,0.716,0.0271,0.936,3,0.0685,-14.894,1,0.11,82.007,4,0.169,4207
10905,Shotgun,50,183880,0.0315,0.722,0.554,0.000856,1,0.14,-7.763,1,0.0351,120.297,4,0.631,5355
10906,Qualitestaholic,49,195733,0.263,0.702,0.572,6.30E-06,0,0.104,-6.876,1,0.321,125.006,4,0.552,8029
10907,Lay By Me,54,192466,0.312,0.696,0.77,0,1,0.0503,-5.774,1,0.0556,128.053,4,0.494,7740
10908,Forget You,59,222733,0.134,0.696,0.875,0,0,0.159,-3.682,1,0.0649,127.39,4,0.772,6754
10909,Coqueta,49,174000,0.571,0.632,0.652,0.85,4,0.194,-10.558,1,0.0302,115.031,4,0.594,2712
10910,Salad Days,67,145893,0.0876,0.43,0.771,0.0239,5,0.121,-7.176,1,0.0375,201.001,4,0.772,7303
10911,Love,75,272742,0.487,0.527,0.366,0.0023,10,0.11,-10.943,1,0.0277,98.994,4,0.234,69527
10912,WORKIN ME,86,169620,0.182,0.79,0.629,7.06E-06,8,0.338,-4.055,1,0.142,170.023,4,0.267,96838
10913,Praise You - Remastered,18,225973,0.0352,0.624,0.879,0.575,1,0.127,-6.663,1,0.0488,109.73,4,0.526,8817
10914,It Goes On,57,204750,0.647,0.508,0.513,0.000131,1,0.0828,-7.988,0,0.0265,89.724,4,0.123,5693
10915,Catch This Wave (feat. T.I.),57,236901,0.388,0.817,0.657,0,8,0.0742,-6.858,1,0.0818,135.004,4,0.793,53500
10916,Alabam,32,139906,0.378,0.719,0.653,0.00364,2,0.129,-11.572,1,0.0305,106.718,4,0.96,8483
10917,Consequences - orchestra,79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,6969
10918,Selling The Drama,54,205413,0.00913,0.444,0.904,0.000111,6,0.145,-6.733,1,0.0633,124.253,4,0.341,8232
10919,Amame en Camara Lenta,45,389840,0.702,0.596,0.573,0.000147,10,0.258,-11.167,1,0.0453,175.505,4,0.841,44071
10920,Fade Into You,72,295600,0.245,0.42,0.33,0.000679,9,0.0677,-13.925,1,0.0275,157.143,3,0.175,7853
10921,Dura - Remix,87,242160,0.188,0.772,0.803,0,1,0.434,-3.035,1,0.0468,94.981,4,0.853,80226
10922,Whatcha Say,63,221253,0.0444,0.615,0.711,0,11,0.145,-5.507,1,0.0779,144.036,4,0.711,7745
10923,Walk On the Wild Side,74,254173,0.683,0.575,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,4,0.385,9875
10924,The Violence,65,228720,4.11E-05,0.294,0.92,0.000232,10,0.0804,-2.471,0,0.0635,184.007,4,0.582,88664
10925,Spread Love (Paddington) [feat. DVNO],67,192731,0.0215,0.729,0.899,0.00118,0,0.116,-4.757,1,0.191,121.97,4,0.623,5985
10926,Beat of My Drum,7,205229,0.0533,0.747,0.911,0,4,0.0706,-2.992,1,0.058,120.042,4,0.906,7338
10927,Time of Our Lives,49,229346,0.0895,0.729,0.801,0,5,0.766,-5.698,0,0.0529,123.995,4,0.764,5673
10928,I Took A Pill In Ibiza - Seeb Remix,42,197933,0.0353,0.663,0.713,7.68E-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69,4077
10929,Bad Habits,39,242000,0.000542,0.311,0.565,0.0359,6,0.155,-6.419,1,0.0405,138.293,5,0.291,91218
10930,Cuando Vuelva a Tu Lado,6,158533,0.721,0.711,0.398,2.86E-06,2,0.336,-7.85,1,0.033,100.302,4,0.623,8286
10931,Devil's Resting Place,39,194466,0.515,0.221,0.59,0.0636,2,0.0934,-12.299,0,0.0916,179.267,4,0.713,7641
10932,I'm Still Here,75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284,98401
10933,Monophobia,70,214670,0.00153,0.545,0.747,0.00397,6,0.135,-4.877,0,0.0429,128.045,4,0.224,2233
10934,Dream Catch Me,57,236253,0.195,0.629,0.722,0,2,0.108,-5.693,1,0.0277,118.003,4,0.58,4744
10935,Square Biz,44,385533,0.167,0.768,0.861,0.000143,2,0.42,-10.967,1,0.0883,113.599,4,0.779,2418
10936,French Riviera,50,230400,0.0237,0.684,0.604,0.0473,8,0.121,-6.41,1,0.0387,150.023,4,0.855,8287
10937,Yambeque,45,383533,0.677,0.664,0.75,0.0163,5,0.0576,-6.439,1,0.0405,172.271,4,0.954,57507
10938,"Hey, Soul Sister",77,216666,0.217,0.675,0.885,0,1,0.086,-4.432,0,0.0436,97.03,4,0.768,6507
10939,"Jumpin', Jumpin'",72,230200,0.00543,0.771,0.685,0.00157,1,0.0537,-4.639,1,0.0567,88.997,4,0.683,3666
10940,DJ Turn It Up,74,211776,0.000956,0.829,0.695,0.178,1,0.112,-5.561,1,0.0473,102.018,4,0.369,9209
10941,Run It Back (Freestyle),57,159913,0.0865,0.617,0.783,0,0,0.164,-5.519,0,0.275,147.023,4,0.158,3940
10942,Gold On The Ceiling,69,224333,0.00772,0.505,0.833,7.90E-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565,5075
10943,Nocturne No 20 - Chill With Me Mix,45,270344,0.485,0.567,0.256,0.837,2,0.201,-15.748,1,0.034,101.021,4,0.0416,6495
